CD008686	 AF	2521444	 1	 0.004741699491269205	 autotar_ranker
CD009593	 AF	20349758	 11955	 0.0015741308187445656	 autotar_ranker
CD009593	 AF	23327762	 11956	 0.001574120048391806	 autotar_ranker
CD009593	 AF	22439727	 11957	 0.001574107294749027	 autotar_ranker
CD009593	 AF	17445477	 11958	 0.0015740197598236145	 autotar_ranker
CD009593	 AF	19425391	 11959	 0.001574010929067378	 autotar_ranker
CD009593	 AF	23131273	 11960	 0.0015738887966941346	 autotar_ranker
CD009593	 AF	22441154	 11961	 0.0015738637470670612	 autotar_ranker
CD009593	 AF	19942976	 11962	 0.0015738504791461424	 autotar_ranker
CD009593	 AF	19555528	 11963	 0.0015738130629712062	 autotar_ranker
CD009593	 AF	23346004	 11964	 0.001573792843189046	 autotar_ranker
CD009593	 AF	21426728	 11965	 0.0015737684476067556	 autotar_ranker
CD009593	 AF	19274428	 11966	 0.001573761808295626	 autotar_ranker
CD009593	 AF	19681705	 11967	 0.00157375170906586	 autotar_ranker
CD009593	 AF	19901384	 11968	 0.0015736748622663553	 autotar_ranker
CD009593	 AF	19303830	 11969	 0.0015736333151740065	 autotar_ranker
CD009593	 AF	20414505	 11970	 0.0015735345335425063	 autotar_ranker
CD009593	 AF	19963438	 11971	 0.0015735115202671194	 autotar_ranker
CD009593	 AF	19227263	 11972	 0.0015734993877425624	 autotar_ranker
CD009593	 AF	22783790	 11973	 0.0015734583540910631	 autotar_ranker
CD009593	 AF	22372219	 11974	 0.0015734583540910631	 autotar_ranker
CD009593	 AF	17513771	 11975	 0.0015734526906434473	 autotar_ranker
CD009593	 AF	19697857	 11976	 0.001573436044943474	 autotar_ranker
CD009593	 AF	20727178	 11977	 0.0015734175618372333	 autotar_ranker
CD009593	 AF	21488368	 11978	 0.0015733304660194643	 autotar_ranker
CD009593	 AF	17498852	 11979	 0.0015733146916682174	 autotar_ranker
CD009593	 AF	21073080	 11980	 0.0015732752294202303	 autotar_ranker
CD009593	 AF	21729615	 11981	 0.0015731941376368463	 autotar_ranker
CD009593	 AF	23013850	 11982	 0.0015731062015419965	 autotar_ranker
CD009593	 AF	19785499	 11983	 0.0015730389617258612	 autotar_ranker
CD009593	 AF	19402267	 11984	 0.0015730333666157275	 autotar_ranker
CD009593	 AF	20214478	 11985	 0.0015730038069695384	 autotar_ranker
CD009593	 AF	21602349	 11986	 0.0015729607968932367	 autotar_ranker
CD009593	 AF	21673191	 11987	 0.0015729601299339607	 autotar_ranker
CD009593	 AF	21106180	 11988	 0.001572955146759322	 autotar_ranker
CD009593	 AF	19563525	 11989	 0.0015729402573682754	 autotar_ranker
CD009593	 AF	22721647	 11990	 0.0015729294655248173	 autotar_ranker
CD009593	 AF	22499801	 11991	 0.0015728935888339565	 autotar_ranker
CD009593	 AF	20134198	 11992	 0.0015728808479590667	 autotar_ranker
CD009593	 AF	22459550	 11993	 0.001572874848141175	 autotar_ranker
CD009593	 AF	20184099	 11994	 0.0015728409028992036	 autotar_ranker
CD009593	 AF	18029486	 11995	 0.0015728127869656296	 autotar_ranker
CD009593	 AF	22280817	 11996	 0.001572758464275721	 autotar_ranker
CD009593	 AF	22564811	 11997	 0.0015726943678045298	 autotar_ranker
CD009593	 AF	22730702	 11998	 0.0015726249038198767	 autotar_ranker
CD009593	 AF	21217119	 11999	 0.0015726039324092686	 autotar_ranker
CD009593	 AF	19696152	 12000	 0.0015725897319728674	 autotar_ranker
CD009593	 AF	17612765	 12001	 0.0015725441430004766	 autotar_ranker
CD009593	 AF	19099104	 12002	 0.0015724618595735265	 autotar_ranker
CD009593	 AF	19137501	 12003	 0.001572401190046928	 autotar_ranker
CD009593	 AF	16854499	 12004	 0.0015723820775239187	 autotar_ranker
CD009593	 AF	22042558	 12005	 0.0015723499976589056	 autotar_ranker
CD009593	 AF	23272521	 12006	 0.0015723259359148153	 autotar_ranker
CD009593	 AF	18828442	 12007	 0.001572325212531423	 autotar_ranker
CD009593	 AF	20592143	 12008	 0.001572324812802299	 autotar_ranker
CD009593	 AF	21846109	 12009	 0.0015722921344560941	 autotar_ranker
CD009593	 AF	21426023	 12010	 0.0015722809664023697	 autotar_ranker
CD009593	 AF	22013939	 12011	 0.001572238443910991	 autotar_ranker
CD009593	 AF	21083862	 12012	 0.001572224496224436	 autotar_ranker
CD009593	 AF	20685935	 12013	 0.00157221468850645	 autotar_ranker
CD009593	 AF	18604664	 12014	 0.001572020781337511	 autotar_ranker
CD009593	 AF	19449255	 12015	 0.0015719249829696902	 autotar_ranker
CD009593	 AF	19758335	 12016	 0.001571899436400769	 autotar_ranker
CD009593	 AF	18024541	 12017	 0.0015718222478074185	 autotar_ranker
CD009593	 AF	17676501	 12018	 0.0015717890338096294	 autotar_ranker
CD009593	 AF	20696500	 12019	 0.0015717677571484004	 autotar_ranker
CD009593	 AF	22938757	 12020	 0.0015716668690344434	 autotar_ranker
CD009593	 AF	21413601	 12021	 0.0015716268382436796	 autotar_ranker
CD009593	 AF	17457475	 12022	 0.0015716134936765648	 autotar_ranker
CD009593	 AF	23028057	 12023	 0.0015715905255694496	 autotar_ranker
CD009593	 AF	20083290	 12024	 0.001571563812282735	 autotar_ranker
CD009593	 AF	18978146	 12025	 0.0015714984477699354	 autotar_ranker
CD009593	 AF	17341648	 12026	 0.0015714879926387471	 autotar_ranker
CD009593	 AF	22582557	 12027	 0.0015714681353328768	 autotar_ranker
CD009593	 AF	20454620	 12028	 0.001571422740760828	 autotar_ranker
CD009593	 AF	22479472	 12029	 0.001571375910396165	 autotar_ranker
CD009593	 AF	22991850	 12030	 0.0015713403775321259	 autotar_ranker
CD009593	 AF	22373591	 12031	 0.001571295190085561	 autotar_ranker
CD009593	 AF	18457997	 12032	 0.0015711942822452113	 autotar_ranker
CD009593	 AF	22891003	 12033	 0.001571098843422689	 autotar_ranker
CD009593	 AF	23101874	 12034	 0.001571063447387486	 autotar_ranker
CD009593	 AF	19944474	 12035	 0.0015710251597532395	 autotar_ranker
CD009593	 AF	22357260	 12036	 0.0015709700752618225	 autotar_ranker
CD009593	 AF	21346048	 12037	 0.0015709475385734153	 autotar_ranker
CD009593	 AF	17948145	 12038	 0.0015709050871985566	 autotar_ranker
CD009593	 AF	20102620	 12039	 0.001570897022288602	 autotar_ranker
CD009593	 AF	22448018	 12040	 0.001570849894821353	 autotar_ranker
CD009593	 AF	21879305	 12041	 0.001570828066387008	 autotar_ranker
CD009593	 AF	18393969	 12042	 0.0015707926665901883	 autotar_ranker
CD009593	 AF	20028811	 12043	 0.0015707898876983113	 autotar_ranker
CD009593	 AF	22377257	 12044	 0.0015707338512547405	 autotar_ranker
CD009593	 AF	21793264	 12045	 0.0015707255408516684	 autotar_ranker
CD009593	 AF	18201368	 12046	 0.0015707165671137602	 autotar_ranker
CD009593	 AF	20429401	 12047	 0.0015707031483798138	 autotar_ranker
CD009593	 AF	19574210	 12048	 0.0015706407197370043	 autotar_ranker
CD009593	 AF	21038141	 12049	 0.0015705542420199343	 autotar_ranker
CD009593	 AF	22702085	 12050	 0.0015704149526432419	 autotar_ranker
CD009593	 AF	20020043	 12051	 0.0015704071997940366	 autotar_ranker
CD009593	 AF	21492231	 12052	 0.0015703901886191945	 autotar_ranker
CD009593	 AF	23125442	 12053	 0.001570369689921367	 autotar_ranker
CD009593	 AF	17968562	 12054	 0.0015703420173996876	 autotar_ranker
CD009593	 AF	19842383	 12055	 0.00157033131150738	 autotar_ranker
CD009593	 AF	20536899	 12056	 0.0015703232279516753	 autotar_ranker
CD009593	 AF	22870751	 12057	 0.0015703117101446278	 autotar_ranker
CD009593	 AF	18782930	 12058	 0.0015702787111252791	 autotar_ranker
CD009593	 AF	20514989	 12059	 0.0015702289526011777	 autotar_ranker
CD009593	 AF	23198540	 12060	 0.0015702131131629558	 autotar_ranker
CD009593	 AF	19383200	 12061	 0.0015700612829662557	 autotar_ranker
CD009593	 AF	17625009	 12062	 0.0015700540999664813	 autotar_ranker
CD009593	 AF	20977362	 12063	 0.001569945048905003	 autotar_ranker
CD009593	 AF	19437863	 12064	 0.001569903008227813	 autotar_ranker
CD009593	 AF	19168955	 12065	 0.001569890089084566	 autotar_ranker
CD009593	 AF	17310778	 12066	 0.0015698230480376758	 autotar_ranker
CD009593	 AF	20025724	 12067	 0.0015697484518204532	 autotar_ranker
CD009593	 AF	17396999	 12068	 0.00156972556958478	 autotar_ranker
CD009593	 AF	22819994	 12069	 0.0015697202187299956	 autotar_ranker
CD009593	 AF	18710057	 12070	 0.0015697047664711232	 autotar_ranker
CD009593	 AF	22022968	 12071	 0.0015696774337970675	 autotar_ranker
CD009593	 AF	22205801	 12072	 0.001569659897024211	 autotar_ranker
CD009593	 AF	19380835	 12073	 0.001569638515804154	 autotar_ranker
CD009593	 AF	22232126	 12074	 0.0015695916663169556	 autotar_ranker
CD009593	 AF	22289211	 12075	 0.0015695466978196244	 autotar_ranker
CD009593	 AF	22432669	 12076	 0.0015695135103881413	 autotar_ranker
CD009593	 AF	18702608	 12077	 0.0015695125698665757	 autotar_ranker
CD009593	 AF	20103957	 12078	 0.0015695034721661838	 autotar_ranker
CD009593	 AF	18582402	 12079	 0.001569494523185399	 autotar_ranker
CD009593	 AF	18372222	 12080	 0.0015694467417222216	 autotar_ranker
CD009593	 AF	17945065	 12081	 0.001569399191040788	 autotar_ranker
CD009593	 AF	18226915	 12082	 0.0015693513068586414	 autotar_ranker
CD009593	 AF	22921120	 12083	 0.0015693406189351562	 autotar_ranker
CD009593	 AF	17825240	 12084	 0.0015692994216978478	 autotar_ranker
CD009593	 AF	20560396	 12085	 0.0015692908691622496	 autotar_ranker
CD009593	 AF	23073291	 12086	 0.0015691923919736782	 autotar_ranker
CD009593	 AF	19265158	 12087	 0.0015691887125306304	 autotar_ranker
CD009593	 AF	20159910	 12088	 0.0015691690649766556	 autotar_ranker
CD009593	 AF	18979589	 12089	 0.001569168646230904	 autotar_ranker
CD009593	 AF	19450894	 12090	 0.001569154253297809	 autotar_ranker
CD009593	 AF	22815851	 12091	 0.001569135944056888	 autotar_ranker
CD009593	 AF	23030756	 12092	 0.0015690948131889518	 autotar_ranker
CD009593	 AF	18197909	 12093	 0.0015690376132668216	 autotar_ranker
CD009593	 AF	22448278	 12094	 0.001569011794754216	 autotar_ranker
CD009593	 AF	21695215	 12095	 0.0015689439998329195	 autotar_ranker
CD009593	 AF	19099106	 12096	 0.0015688045213963604	 autotar_ranker
CD009593	 AF	20631099	 12097	 0.0015687850347367114	 autotar_ranker
CD009593	 AF	19252730	 12098	 0.0015687752526249126	 autotar_ranker
CD009593	 AF	22081197	 12099	 0.0015686821854689309	 autotar_ranker
CD009593	 AF	17673007	 12100	 0.0015686570130132697	 autotar_ranker
CD009593	 AF	20692377	 12101	 0.001568648024347294	 autotar_ranker
CD009593	 AF	21341114	 12102	 0.0015686419437103407	 autotar_ranker
CD009593	 AF	18284830	 12103	 0.0015685841104193636	 autotar_ranker
CD009593	 AF	22377245	 12104	 0.0015685725793033892	 autotar_ranker
CD009593	 AF	22971862	 12105	 0.0015685302742213447	 autotar_ranker
CD009593	 AF	18196779	 12106	 0.001568495972229687	 autotar_ranker
CD009593	 AF	22715368	 12107	 0.0015684666356006874	 autotar_ranker
CD009593	 AF	22192272	 12108	 0.0015683750400483946	 autotar_ranker
CD009593	 AF	18159706	 12109	 0.0015683715539721325	 autotar_ranker
CD009593	 AF	18078195	 12110	 0.0015683715539721325	 autotar_ranker
CD009593	 AF	17588265	 12111	 0.0015683289770763488	 autotar_ranker
CD009593	 AF	21084459	 12112	 0.0015682793715831634	 autotar_ranker
CD009593	 AF	18494288	 12113	 0.0015682208361356659	 autotar_ranker
CD009593	 AF	23008372	 12114	 0.0015682017650453198	 autotar_ranker
CD009593	 AF	17098334	 12115	 0.0015681995063972188	 autotar_ranker
CD009593	 AF	19246023	 12116	 0.0015681565426495776	 autotar_ranker
CD009593	 AF	20937193	 12117	 0.0015681526453293067	 autotar_ranker
CD009593	 AF	22483479	 12118	 0.0015681080014484277	 autotar_ranker
CD009593	 AF	21601205	 12119	 0.0015680930134927855	 autotar_ranker
CD009593	 AF	18852399	 12120	 0.0015680808111070612	 autotar_ranker
CD009593	 AF	19062568	 12121	 0.0015680528138170258	 autotar_ranker
CD009593	 AF	18255113	 12122	 0.0015680095392668941	 autotar_ranker
CD009593	 AF	20139438	 12123	 0.001567895494896605	 autotar_ranker
CD009593	 AF	22208878	 12124	 0.0015678881913806285	 autotar_ranker
CD009593	 AF	23228506	 12125	 0.0015678841717199996	 autotar_ranker
CD009593	 AF	22398223	 12126	 0.001567829602949656	 autotar_ranker
CD009593	 AF	21081145	 12127	 0.0015678154632690342	 autotar_ranker
CD009593	 AF	19555541	 12128	 0.0015678025743132958	 autotar_ranker
CD009593	 AF	18038098	 12129	 0.0015677930745761654	 autotar_ranker
CD009593	 AF	21748917	 12130	 0.0015677813656831462	 autotar_ranker
CD009593	 AF	20839565	 12131	 0.0015677573660925243	 autotar_ranker
CD009593	 AF	20666084	 12132	 0.00156773613900697	 autotar_ranker
CD009593	 AF	19349380	 12133	 0.0015677072711667605	 autotar_ranker
CD009593	 AF	18083757	 12134	 0.0015676925955905596	 autotar_ranker
CD009593	 AF	21924489	 12135	 0.0015676675493988602	 autotar_ranker
CD009593	 AF	18720535	 12136	 0.0015676495687830644	 autotar_ranker
CD009593	 AF	19664657	 12137	 0.0015676342133599528	 autotar_ranker
CD009593	 AF	17874567	 12138	 0.0015676295160294415	 autotar_ranker
CD009593	 AF	17824465	 12139	 0.0015674872398888557	 autotar_ranker
CD009593	 AF	19911753	 12140	 0.0015674842668702215	 autotar_ranker
CD009593	 AF	18713512	 12141	 0.0015673654965363316	 autotar_ranker
CD009593	 AF	20801394	 12142	 0.0015672220344392002	 autotar_ranker
CD009593	 AF	17258662	 12143	 0.0015672220344392002	 autotar_ranker
CD009593	 AF	18725418	 12144	 0.0015671750687500279	 autotar_ranker
CD009593	 AF	18406160	 12145	 0.0015671288751029858	 autotar_ranker
CD009593	 AF	20478515	 12146	 0.0015670121479649853	 autotar_ranker
CD009593	 AF	21283567	 12147	 0.0015669751901340988	 autotar_ranker
CD009593	 AF	19218702	 12148	 0.0015669496171814776	 autotar_ranker
CD009593	 AF	18062101	 12149	 0.001566903926542237	 autotar_ranker
CD009593	 AF	19434014	 12150	 0.0015668670044038022	 autotar_ranker
CD009593	 AF	22810226	 12151	 0.0015667730388033252	 autotar_ranker
CD009593	 AF	20803988	 12152	 0.0015667200085865433	 autotar_ranker
CD009593	 AF	19678791	 12153	 0.0015667072955833188	 autotar_ranker
CD009593	 AF	20137083	 12154	 0.0015666960329400459	 autotar_ranker
CD009593	 AF	23073911	 12155	 0.0015666831290222975	 autotar_ranker
CD009593	 AF	21870546	 12156	 0.0015666732696365646	 autotar_ranker
CD009593	 AF	20936471	 12157	 0.0015666216989247076	 autotar_ranker
CD009593	 AF	17611589	 12158	 0.0015665912172157408	 autotar_ranker
CD009593	 AF	21678281	 12159	 0.0015665492590872263	 autotar_ranker
CD009593	 AF	19055603	 12160	 0.0015663737733030672	 autotar_ranker
CD009593	 AF	20392356	 12161	 0.0015663729225971067	 autotar_ranker
CD009593	 AF	17321296	 12162	 0.0015662495559830372	 autotar_ranker
CD009593	 AF	22891441	 12163	 0.0015662207887662987	 autotar_ranker
CD009593	 AF	21252309	 12164	 0.0015661744091204793	 autotar_ranker
CD009593	 AF	18000583	 12165	 0.0015660671205963046	 autotar_ranker
CD009593	 AF	17376352	 12166	 0.0015660276147307	 autotar_ranker
CD009593	 AF	17445206	 12167	 0.0015659655301268095	 autotar_ranker
CD009593	 AF	20524854	 12168	 0.001565878553073477	 autotar_ranker
CD009593	 AF	18038100	 12169	 0.0015657602292010703	 autotar_ranker
CD009593	 AF	22420077	 12170	 0.0015657258396750708	 autotar_ranker
CD009593	 AF	20051406	 12171	 0.0015657200267835446	 autotar_ranker
CD009593	 AF	19723378	 12172	 0.00156565808223433	 autotar_ranker
CD009593	 AF	19907685	 12173	 0.0015655839169544169	 autotar_ranker
CD009593	 AF	20142577	 12174	 0.00156557323523246	 autotar_ranker
CD009593	 AF	18166520	 12175	 0.001565563371176896	 autotar_ranker
CD009593	 AF	18369480	 12176	 0.001565512373453397	 autotar_ranker
CD009593	 AF	19085059	 12177	 0.001565314339569381	 autotar_ranker
CD009593	 AF	22679323	 12178	 0.001565303995183182	 autotar_ranker
CD009593	 AF	18458198	 12179	 0.001565269859331153	 autotar_ranker
CD009593	 AF	22749242	 12180	 0.0015652618534717454	 autotar_ranker
CD009593	 AF	19408515	 12181	 0.001565258115288768	 autotar_ranker
CD009593	 AF	19494745	 12182	 0.001565237357249684	 autotar_ranker
CD009593	 AF	22173186	 12183	 0.0015652182433234917	 autotar_ranker
CD009593	 AF	21321109	 12184	 0.0015652007866524729	 autotar_ranker
CD009593	 AF	19248316	 12185	 0.0015650997476457744	 autotar_ranker
CD009593	 AF	18290401	 12186	 0.0015650674840283027	 autotar_ranker
CD009593	 AF	22973562	 12187	 0.0015650515553027793	 autotar_ranker
CD009593	 AF	22427634	 12188	 0.0015650022421548788	 autotar_ranker
CD009593	 AF	19287053	 12189	 0.0015649909038082954	 autotar_ranker
CD009593	 AF	18698342	 12190	 0.0015649647553481198	 autotar_ranker
CD009593	 AF	20116900	 12191	 0.0015649619076719375	 autotar_ranker
CD009593	 AF	18268059	 12192	 0.0015649500825186406	 autotar_ranker
CD009593	 AF	17443977	 12193	 0.0015647862501182203	 autotar_ranker
CD009593	 AF	22845549	 12194	 0.0015647554499423272	 autotar_ranker
CD009593	 AF	18369014	 12195	 0.0015647226452382402	 autotar_ranker
CD009593	 AF	18419888	 12196	 0.001564676861876984	 autotar_ranker
CD009593	 AF	19130685	 12197	 0.0015645667690823144	 autotar_ranker
CD009593	 AF	17475585	 12198	 0.0015645212889259495	 autotar_ranker
CD009593	 AF	19105871	 12199	 0.0015644942720170333	 autotar_ranker
CD009593	 AF	17282976	 12200	 0.0015644775057726895	 autotar_ranker
CD009593	 AF	18257404	 12201	 0.0015644087412672472	 autotar_ranker
CD009593	 AF	20517736	 12202	 0.0015643875683317844	 autotar_ranker
CD009593	 AF	20819249	 12203	 0.0015643082538673323	 autotar_ranker
CD009593	 AF	18566146	 12204	 0.0015643073158404508	 autotar_ranker
CD009593	 AF	22344183	 12205	 0.001564227630267687	 autotar_ranker
CD009593	 AF	18431766	 12206	 0.0015642098049759748	 autotar_ranker
CD009593	 AF	19967219	 12207	 0.0015641815422914227	 autotar_ranker
CD009593	 AF	18516821	 12208	 0.001564106561125553	 autotar_ranker
CD009593	 AF	19178594	 12209	 0.0015640948453607337	 autotar_ranker
CD009593	 AF	19563432	 12210	 0.0015640034044268392	 autotar_ranker
CD009593	 AF	21333172	 12211	 0.0015639624351002418	 autotar_ranker
CD009593	 AF	22412962	 12212	 0.0015639390564821665	 autotar_ranker
CD009593	 AF	18173355	 12213	 0.0015638793217152937	 autotar_ranker
CD009593	 AF	18849476	 12214	 0.0015638112050346605	 autotar_ranker
CD009593	 AF	19281538	 12215	 0.0015638055846527125	 autotar_ranker
CD009593	 AF	21133997	 12216	 0.001563745546279397	 autotar_ranker
CD009593	 AF	20459967	 12217	 0.0015637426174835564	 autotar_ranker
CD009593	 AF	21852540	 12218	 0.0015637309187516886	 autotar_ranker
CD009593	 AF	21276298	 12219	 0.0015635322994234251	 autotar_ranker
CD009593	 AF	22851756	 12220	 0.001563408275207148	 autotar_ranker
CD009593	 AF	21073282	 12221	 0.0015633902239443318	 autotar_ranker
CD009593	 AF	20049444	 12222	 0.0015633704332403166	 autotar_ranker
CD009593	 AF	20074383	 12223	 0.0015633074040856379	 autotar_ranker
CD009593	 AF	19538108	 12224	 0.0015632677400534663	 autotar_ranker
CD009593	 AF	17418641	 12225	 0.0015632365452843717	 autotar_ranker
CD009593	 AF	18389769	 12226	 0.0015631897601825285	 autotar_ranker
CD009593	 AF	21344694	 12227	 0.0015631877669708305	 autotar_ranker
CD009593	 AF	17435443	 12228	 0.0015630714733684725	 autotar_ranker
CD009593	 AF	23077699	 12229	 0.0015630577971450647	 autotar_ranker
CD009593	 AF	17575677	 12230	 0.0015629992102772594	 autotar_ranker
CD009593	 AF	20199642	 12231	 0.0015629748721558594	 autotar_ranker
CD009593	 AF	19884690	 12232	 0.0015628919493996633	 autotar_ranker
CD009593	 AF	18342411	 12233	 0.001562875607374301	 autotar_ranker
CD009593	 AF	19891571	 12234	 0.0015628698003161549	 autotar_ranker
CD009593	 AF	19506570	 12235	 0.0015627877024606237	 autotar_ranker
CD009593	 AF	22966144	 12236	 0.0015627522884805497	 autotar_ranker
CD009593	 AF	17615523	 12237	 0.0015627025761669538	 autotar_ranker
CD009593	 AF	18729304	 12238	 0.00156265399936555	 autotar_ranker
CD009593	 AF	21614938	 12239	 0.0015625623692317456	 autotar_ranker
CD009593	 AF	18833444	 12240	 0.0015625615749326302	 autotar_ranker
CD009593	 AF	21513130	 12241	 0.001562480393462735	 autotar_ranker
CD009593	 AF	17598458	 12242	 0.0015624548663886616	 autotar_ranker
CD009593	 AF	19999596	 12243	 0.001562433365707676	 autotar_ranker
CD009593	 AF	18489519	 12244	 0.0015624280825067135	 autotar_ranker
CD009593	 AF	18368771	 12245	 0.0015623633891777681	 autotar_ranker
CD009593	 AF	21631320	 12246	 0.0015622971941547342	 autotar_ranker
CD009593	 AF	19656712	 12247	 0.0015622781672872683	 autotar_ranker
CD009593	 AF	21783019	 12248	 0.0015622139925488595	 autotar_ranker
CD009593	 AF	20132617	 12249	 0.0015621965435780281	 autotar_ranker
CD009593	 AF	19643861	 12250	 0.0015621903735116153	 autotar_ranker
CD009593	 AF	17609338	 12251	 0.0015621795233099717	 autotar_ranker
CD009593	 AF	22028843	 12252	 0.001562097648434859	 autotar_ranker
CD009593	 AF	22051759	 12253	 0.0015620094063916814	 autotar_ranker
CD009593	 AF	22426109	 12254	 0.0015619461825610837	 autotar_ranker
CD009593	 AF	17768522	 12255	 0.0015619397850062595	 autotar_ranker
CD009593	 AF	22286511	 12256	 0.0015619150787149537	 autotar_ranker
CD009593	 AF	21199259	 12257	 0.0015617491331497296	 autotar_ranker
CD009593	 AF	18268091	 12258	 0.0015617467423626452	 autotar_ranker
CD009593	 AF	19207176	 12259	 0.0015616542502851502	 autotar_ranker
CD009593	 AF	17642248	 12260	 0.0015615721912665109	 autotar_ranker
CD009593	 AF	17596303	 12261	 0.001561473733864625	 autotar_ranker
CD009593	 AF	21388946	 12262	 0.0015614730086582255	 autotar_ranker
CD009593	 AF	20411820	 12263	 0.0015614461460505182	 autotar_ranker
CD009593	 AF	23378996	 12264	 0.0015613531982493739	 autotar_ranker
CD009593	 AF	21737549	 12265	 0.0015611815281098985	 autotar_ranker
CD009593	 AF	17874481	 12266	 0.00156114317864501	 autotar_ranker
CD009593	 AF	19720817	 12267	 0.0015609757502740656	 autotar_ranker
CD009593	 AF	18697846	 12268	 0.001560862651621118	 autotar_ranker
CD009593	 AF	21451109	 12269	 0.0015608556336630436	 autotar_ranker
CD009593	 AF	23035171	 12270	 0.0015608458779370414	 autotar_ranker
CD009593	 AF	20180006	 12271	 0.0015608179007752477	 autotar_ranker
CD009593	 AF	17015042	 12272	 0.001560804694326621	 autotar_ranker
CD009593	 AF	22289112	 12273	 0.0015607868933538362	 autotar_ranker
CD009593	 AF	22281907	 12274	 0.001560738845713628	 autotar_ranker
CD009593	 AF	22689819	 12275	 0.0015607242445307837	 autotar_ranker
CD009593	 AF	18419343	 12276	 0.0015606074785654194	 autotar_ranker
CD009593	 AF	19580539	 12277	 0.00156055037713539	 autotar_ranker
CD009593	 AF	20229820	 12278	 0.0015604249474156537	 autotar_ranker
CD009593	 AF	18566376	 12279	 0.001560409498087109	 autotar_ranker
CD009593	 AF	19056318	 12280	 0.001560400637561548	 autotar_ranker
CD009593	 AF	22369298	 12281	 0.0015603994486681398	 autotar_ranker
CD009593	 AF	22854625	 12282	 0.0015602486019495525	 autotar_ranker
CD009593	 AF	20550770	 12283	 0.0015602192638106153	 autotar_ranker
CD009593	 AF	17868926	 12284	 0.00156005434423838	 autotar_ranker
CD009593	 AF	18260239	 12285	 0.0015600313891212065	 autotar_ranker
CD009593	 AF	20167798	 12286	 0.0015599965967493356	 autotar_ranker
CD009593	 AF	18583892	 12287	 0.00155994350602259	 autotar_ranker
CD009593	 AF	21152708	 12288	 0.0015598541439421681	 autotar_ranker
CD009593	 AF	19287059	 12289	 0.0015598386181954254	 autotar_ranker
CD009593	 AF	22393309	 12290	 0.0015597843348334089	 autotar_ranker
CD009593	 AF	20843425	 12291	 0.0015597841117333477	 autotar_ranker
CD009593	 AF	17540410	 12292	 0.001559750086552992	 autotar_ranker
CD009593	 AF	23324426	 12293	 0.0015597113872481778	 autotar_ranker
CD009593	 AF	18522869	 12294	 0.0015596695520735465	 autotar_ranker
CD009593	 AF	21233636	 12295	 0.0015596387651014686	 autotar_ranker
CD009593	 AF	18691828	 12296	 0.001559570624961694	 autotar_ranker
CD009593	 AF	20865567	 12297	 0.00155955036682293	 autotar_ranker
CD009593	 AF	22181967	 12298	 0.0015595243587406668	 autotar_ranker
CD009593	 AF	19762963	 12299	 0.0015595203050062954	 autotar_ranker
CD009593	 AF	20718960	 12300	 0.0015595021258803731	 autotar_ranker
CD009593	 AF	22470914	 12301	 0.0015594935476440255	 autotar_ranker
CD009593	 AF	22943824	 12302	 0.0015593593569061526	 autotar_ranker
CD009593	 AF	21522113	 12303	 0.0015593407414679098	 autotar_ranker
CD009593	 AF	18063517	 12304	 0.0015593332304456465	 autotar_ranker
CD009593	 AF	18538437	 12305	 0.0015593197977444909	 autotar_ranker
CD009593	 AF	21722016	 12306	 0.0015592965931955092	 autotar_ranker
CD009593	 AF	22387630	 12307	 0.001559223343950762	 autotar_ranker
CD009593	 AF	19246790	 12308	 0.001559198578861019	 autotar_ranker
CD009593	 AF	23190231	 12309	 0.001559195564451933	 autotar_ranker
CD009593	 AF	23190230	 12310	 0.001559195564451933	 autotar_ranker
CD009593	 AF	23190229	 12311	 0.001559195564451933	 autotar_ranker
CD009593	 AF	19472601	 12312	 0.001559172441006975	 autotar_ranker
CD009593	 AF	22118177	 12313	 0.0015591288848174523	 autotar_ranker
CD009593	 AF	21700089	 12314	 0.0015591207413309758	 autotar_ranker
CD009593	 AF	17524876	 12315	 0.001559116316055001	 autotar_ranker
CD009593	 AF	17266864	 12316	 0.001559051519325957	 autotar_ranker
CD009593	 AF	21141342	 12317	 0.0015590334438355968	 autotar_ranker
CD009593	 AF	18412685	 12318	 0.0015590311830121688	 autotar_ranker
CD009593	 AF	22221812	 12319	 0.0015590209800321801	 autotar_ranker
CD009593	 AF	22538212	 12320	 0.0015589772149190082	 autotar_ranker
CD009593	 AF	17419331	 12321	 0.0015589276974980722	 autotar_ranker
CD009593	 AF	18041204	 12322	 0.0015588707279892047	 autotar_ranker
CD009593	 AF	17969985	 12323	 0.0015587734891390679	 autotar_ranker
CD009593	 AF	22507621	 12324	 0.0015587122928030492	 autotar_ranker
CD009593	 AF	21419060	 12325	 0.0015587044680523579	 autotar_ranker
CD009593	 AF	17504204	 12326	 0.001558676282151223	 autotar_ranker
CD009593	 AF	19086434	 12327	 0.001558620974126586	 autotar_ranker
CD009593	 AF	17280753	 12328	 0.0015586096110912044	 autotar_ranker
CD009593	 AF	21476129	 12329	 0.001558515924992174	 autotar_ranker
CD009593	 AF	22020137	 12330	 0.0015584597515182893	 autotar_ranker
CD009593	 AF	18728189	 12331	 0.001558363923569133	 autotar_ranker
CD009593	 AF	20100111	 12332	 0.001558308978321657	 autotar_ranker
CD009593	 AF	21992511	 12333	 0.001558231031663599	 autotar_ranker
CD009593	 AF	18814432	 12334	 0.0015581350700826562	 autotar_ranker
